,spore-print-color_Certain Poisonous,cap-color_e,cap-surface_s,cap-surface_y,ring-number_Certain Poisonous,cap-color_Other,veil-color_Certain Poisonous,cap-shape_Certain Poisonous,cap-surface_Certain Poisonous,cap-shape_f,stalk-root_b,stalk-surface-above-ring_Other,cap-shape_x,cap-color_n,cap-color_g,gill-color_Other,gill-color_p,cap-color_Certain Edible,cap-shape_Certain Edible,ring-type_Certain Edible,stalk-surface-below-ring_y,label
1955,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1956,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
1957,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
1958,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
1959,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
1960,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
1961,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
1962,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
1963,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
1964,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
1965,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
1966,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
1967,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
1968,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
1969,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
1970,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
1971,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
1972,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
1973,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,1
1974,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
1975,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
1976,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
1977,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
1978,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
1979,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
1980,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
1981,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1982,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1983,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1984,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
1985,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
1986,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
1987,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
1988,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
1989,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
1990,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
1991,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
1992,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
1993,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
1994,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
1995,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
1996,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
1997,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
1998,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
1999,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2000,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2001,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2002,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
2003,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2004,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
2005,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
2006,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
2007,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
2008,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
2009,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
2010,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2011,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2012,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2013,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
2014,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2015,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1
2016,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
2017,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
2018,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
2019,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
2020,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2021,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2022,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2023,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2024,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2025,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2026,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
2027,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2028,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2029,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2030,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2031,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
2032,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2033,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2034,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2035,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
2036,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2037,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
2038,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
2039,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2040,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2041,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2042,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2043,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
2044,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2045,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
2046,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2047,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2048,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,1
2049,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2050,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2051,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2052,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,1
2053,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
2054,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2055,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
2056,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2057,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,1
2058,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
2059,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2060,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
2061,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
2062,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1
2063,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2064,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2065,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2066,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2067,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
2068,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1
2069,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2070,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2071,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2072,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2073,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2074,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
2075,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2076,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2077,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2078,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
2079,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2080,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
2081,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
2082,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2083,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2084,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
2085,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
2086,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
2087,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2088,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2089,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
2090,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2091,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2092,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2093,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2094,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
2095,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2096,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2097,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
2098,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
2099,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
2100,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2101,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2102,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2103,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2104,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2105,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2106,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2107,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2108,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2109,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2110,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2111,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
2113,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2114,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2115,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,1
2116,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2117,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2118,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2119,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2120,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2121,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
2122,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2123,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2124,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2125,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2126,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2127,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2128,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
2129,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
2130,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2131,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2132,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2133,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2134,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2135,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2136,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2137,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2138,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2139,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2140,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2141,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2142,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,1
2143,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2144,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2145,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2146,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2147,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
2148,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
2149,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
2150,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2151,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2152,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2153,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1
2154,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2155,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2156,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2157,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2158,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2159,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2160,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2161,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2162,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2163,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2164,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2165,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2166,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2167,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2168,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2169,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2170,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2171,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2172,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2173,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2174,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2175,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2176,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2177,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2178,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
2179,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2180,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2181,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2182,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2183,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2184,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2185,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2186,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2187,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2188,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2189,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2190,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2191,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2192,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
2193,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2194,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2195,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2196,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2197,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2198,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2199,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2200,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
2201,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2202,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2203,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2204,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2205,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2206,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2207,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2208,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2209,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2210,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
2211,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,1
2212,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
2213,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2214,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2215,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2216,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2217,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1
2218,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2219,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,1
2220,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2221,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2222,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2223,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2224,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2225,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2226,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2227,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2228,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2229,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2230,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2231,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2232,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2233,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1
2234,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
2235,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2236,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2237,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
2238,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
2239,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
2240,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2241,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
2242,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1
2243,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2244,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
2245,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1
2246,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1
2247,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
