,Unnamed: 0,id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,label
2148,2148,2149,f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
2149,2149,2150,x,s,w,t,Certain Poisonous,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g,p,0
2150,2150,2151,x,f,e,t,n,f,c,b,u,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
2151,2151,2152,f,f,n,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
2152,2152,2153,x,y,n,t,n,f,c,b,u,t,b,s,s,p,Certain Edible,p,w,o,p,n,v,d,e,1
2153,2153,2154,f,f,e,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,n,v,d,e,1
2154,2154,2155,x,f,e,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2155,2155,2156,x,f,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,n,v,d,e,1
2156,2156,2157,x,y,n,t,n,f,c,b,n,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
2157,2157,2158,f,f,n,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,n,v,d,e,1
2158,2158,2159,f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
2159,2159,2160,x,f,e,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,k,v,d,e,1
2160,2160,2161,x,f,n,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
2161,2161,2162,x,f,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
2162,2162,2163,f,f,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2163,2163,2164,x,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2164,2164,2165,f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
2165,2165,2166,x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
2166,2166,2167,x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
2167,2167,2168,x,f,g,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
2168,2168,2169,x,y,g,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
2169,2169,2170,x,y,e,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,n,v,d,e,1
2170,2170,2171,x,y,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2171,2171,2172,x,f,g,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
2172,2172,2173,f,f,g,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
2173,2173,2174,x,y,g,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,k,v,d,e,1
2174,2174,2175,x,y,e,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2175,2175,2176,f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
2176,2176,2177,f,f,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
2177,2177,2178,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
2178,2178,2179,x,f,g,f,Certain Poisonous,f,c,b,p,e,b,k,k,n,p,p,w,o,Certain Poisonous,h,y,d,p,0
2179,2179,2180,x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
2180,2180,2181,x,f,e,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
2181,2181,2182,x,y,n,t,n,f,c,b,u,t,b,s,s,Certain Edible,p,p,w,o,p,n,v,d,e,1
2182,2182,2183,f,f,n,t,n,f,c,b,p,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
2183,2183,2184,x,y,e,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2184,2184,2185,f,f,n,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
2185,2185,2186,f,y,n,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
2186,2186,2187,f,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2187,2187,2188,x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
2188,2188,2189,x,f,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2189,2189,2190,x,f,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
2190,2190,2191,x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e,1
2191,2191,2192,x,f,g,t,n,f,c,b,w,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
2192,2192,2193,x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,e,1
2193,2193,2194,x,y,e,t,n,f,c,b,u,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
2194,2194,2195,f,f,g,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
2195,2195,2196,x,y,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
2196,2196,2197,f,f,g,t,n,f,c,b,n,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2197,2197,2198,x,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2198,2198,2199,x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e,1
2199,2199,2200,f,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
2200,2200,2201,x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,Certain Edible,g,e,1
2201,2201,2202,x,f,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
2202,2202,2203,f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
2203,2203,2204,f,f,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
2204,2204,2205,x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
2205,2205,2206,x,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
2206,2206,2207,x,y,e,t,n,f,c,b,u,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2207,2207,2208,x,f,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
2208,2208,2209,f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
2209,2209,2210,x,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,e,1
2210,2210,2211,x,s,Other,f,Certain Poisonous,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,p,0
2211,2211,2212,x,y,n,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,n,y,d,e,1
2212,2212,2213,f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e,1
2213,2213,2214,x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2214,2214,2215,f,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2215,2215,2216,x,y,n,t,n,f,c,b,w,t,b,s,s,w,Certain Edible,p,w,o,p,n,v,d,e,1
2216,2216,2217,x,f,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
2217,2217,2218,f,f,n,t,n,f,c,b,p,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
2218,2218,2219,x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e,1
2219,2219,2220,x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e,1
2220,2220,2221,x,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2221,2221,2222,f,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
2222,2222,2223,x,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
2223,2223,2224,x,y,e,t,n,f,c,b,u,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
2224,2224,2225,f,f,n,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
2225,2225,2226,x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
2226,2226,2227,x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
2227,2227,2228,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e,1
2228,2228,2229,x,y,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
2229,2229,2230,x,f,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,w,p,w,o,p,k,v,d,e,1
2230,2230,2231,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2231,2231,2232,x,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
2232,2232,2233,x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
2233,2233,2234,f,y,e,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,n,v,d,e,1
2234,2234,2235,f,y,g,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
2235,2235,2236,x,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
2236,2236,2237,x,y,g,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2237,2237,2238,f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e,1
2238,2238,2239,x,f,g,f,Certain Poisonous,f,c,b,g,e,b,k,k,Certain Poisonous,p,p,w,o,Certain Poisonous,h,y,p,p,0
2239,2239,2240,x,f,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
2240,2240,2241,x,y,e,t,n,f,c,b,w,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2241,2241,2242,f,s,w,t,Certain Poisonous,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,p,0
2242,2242,2243,f,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
2243,2243,2244,x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e,1
2244,2244,2245,x,y,e,t,n,f,c,b,n,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
2245,2245,2246,x,f,g,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,k,v,d,e,1
2246,2246,2247,x,y,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,p,p,w,o,p,n,v,d,e,1
2247,2247,2248,x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,Certain Edible,g,e,1
2248,2248,2249,x,f,n,t,n,f,c,b,u,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
2249,2249,2250,f,f,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
2250,2250,2251,x,y,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,y,d,e,1
2251,2251,2252,f,f,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
2252,2252,2253,f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e,1
2253,2253,2254,f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2254,2254,2255,x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
2255,2255,2256,f,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e,1
2256,2256,2257,f,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
2257,2257,2258,x,f,g,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,n,v,d,e,1
2258,2258,2259,x,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2259,2259,2260,x,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e,1
2260,2260,2261,f,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,Certain Edible,g,e,1
2261,2261,2262,x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2262,2262,2263,f,f,n,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
2263,2263,2264,x,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
2264,2264,2265,x,y,e,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
2265,2265,2266,x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
2266,2266,2267,f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,Certain Edible,g,e,1
2267,2267,2268,x,y,n,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
2268,2268,2269,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
2269,2269,2270,x,f,g,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,n,v,d,e,1
2270,2270,2271,f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2271,2271,2272,f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e,1
2272,2272,2273,f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e,1
2273,2273,2274,x,y,e,t,n,f,c,b,u,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
2274,2274,2275,f,f,g,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,k,v,d,e,1
2275,2275,2276,x,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
2276,2276,2277,x,f,e,t,n,f,c,b,u,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
2277,2277,2278,x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e,1
2278,2278,2279,x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
2279,2279,2280,f,f,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,n,v,d,e,1
2280,2280,2281,x,f,n,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
2281,2281,2282,x,y,n,t,n,f,c,b,u,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
2282,2282,2283,x,f,e,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,n,v,d,e,1
2283,2283,2284,f,f,g,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
2284,2284,2285,x,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2285,2285,2286,x,s,Other,f,Certain Poisonous,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,0
2286,2286,2287,f,y,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
2287,2287,2288,f,f,n,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2288,2288,2289,f,s,n,t,Certain Poisonous,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,p,0
2289,2289,2290,x,y,n,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
2290,2290,2291,x,y,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
2291,2291,2292,x,y,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
2292,2292,2293,x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2293,2293,2294,x,y,e,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,k,v,d,e,1
2294,2294,2295,x,f,g,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
2295,2295,2296,f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e,1
2296,2296,2297,x,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
2297,2297,2298,x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e,1
2298,2298,2299,x,f,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,n,y,d,e,1
2299,2299,2300,x,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
2300,2300,2301,x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
2301,2301,2302,x,y,n,t,n,f,c,b,u,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2302,2302,2303,x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2303,2303,2304,x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
2304,2304,2305,x,y,g,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
2305,2305,2306,x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
2306,2306,2307,f,y,g,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
2307,2307,2308,x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
2308,2308,2309,x,y,e,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
2309,2309,2310,x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2310,2310,2311,x,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
2311,2311,2312,f,f,n,t,n,f,c,b,n,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
2312,2312,2313,f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
2313,2313,2314,x,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e,1
2314,2314,2315,x,f,e,t,n,f,c,b,w,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
2315,2315,2316,f,y,n,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
2316,2316,2317,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
2317,2317,2318,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2318,2318,2319,x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
2319,2319,2320,f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2320,2320,2321,x,y,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
2321,2321,2322,x,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
2322,2322,2323,x,y,n,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,k,y,d,e,1
2323,2323,2324,x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2324,2324,2325,x,f,e,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2325,2325,2326,x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e,1
2326,2326,2327,f,f,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
2327,2327,2328,f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e,1
2328,2328,2329,x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e,1
2329,2329,2330,x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
2330,2330,2331,f,f,n,t,n,f,c,b,w,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
2331,2331,2332,x,y,n,t,n,f,c,b,w,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2332,2332,2333,f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2333,2333,2334,x,y,e,t,n,f,c,b,u,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2334,2334,2335,x,y,e,t,n,f,c,b,u,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
2335,2335,2336,x,f,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,v,d,e,1
2336,2336,2337,x,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
2337,2337,2338,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
2338,2338,2339,x,f,n,t,n,f,c,b,w,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2339,2339,2340,x,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
2340,2340,2341,x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2341,2341,2342,x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2342,2342,2343,x,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e,1
2343,2343,2344,f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e,1
2344,2344,2345,x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e,1
2345,2345,2346,x,y,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,p,p,w,o,p,k,v,d,e,1
2346,2346,2347,x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e,1
2347,2347,2348,f,y,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,y,d,e,1
2348,2348,2349,f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e,1
2349,2349,2350,f,f,n,t,n,f,c,b,u,t,b,s,s,Certain Edible,w,p,w,o,p,n,y,d,e,1
2350,2350,2351,x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
2351,2351,2352,f,y,w,t,Certain Poisonous,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p,0
2352,2352,2353,x,y,g,t,n,f,c,b,n,t,b,s,s,w,Certain Edible,p,w,o,p,k,v,d,e,1
2353,2353,2354,f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e,1
2354,2354,2355,x,f,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,y,d,e,1
2355,2355,2356,x,f,e,t,n,f,c,b,n,t,b,s,s,p,Certain Edible,p,w,o,p,k,v,d,e,1
2356,2356,2357,f,f,g,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,k,v,d,e,1
2357,2357,2358,x,y,n,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,n,y,d,e,1
2358,2358,2359,x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
2359,2359,2360,x,y,n,t,n,f,c,b,n,t,b,s,s,p,Certain Edible,p,w,o,p,n,v,d,e,1
2360,2360,2361,x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e,1
2361,2361,2362,f,f,n,t,n,f,c,b,p,t,b,s,s,Certain Edible,w,p,w,o,p,k,y,d,e,1
2362,2362,2363,x,y,g,t,n,f,c,b,u,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
2363,2363,2364,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,e,1
2364,2364,2365,x,f,e,t,n,f,c,b,w,t,b,s,s,w,Certain Edible,p,w,o,p,k,v,d,e,1
2365,2365,2366,f,f,n,t,n,f,c,b,p,t,b,s,s,p,Certain Edible,p,w,o,p,k,y,d,e,1
2366,2366,2367,x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e,1
2367,2367,2368,f,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,Certain Edible,g,e,1
2368,2368,2369,x,y,n,t,n,f,c,b,n,t,b,s,s,Certain Edible,w,p,w,o,p,k,v,d,e,1
2369,2369,2370,x,f,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,y,d,e,1
2370,2370,2371,x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e,1
2371,2371,2372,x,f,e,t,n,f,c,b,p,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,n,y,d,e,1
2372,2372,2373,f,f,n,t,n,f,c,b,n,t,b,s,s,Certain Edible,p,p,w,o,p,k,y,d,e,1
2373,2373,2374,x,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e,1
2374,2374,2375,x,y,n,t,n,f,c,b,p,t,b,s,s,w,Certain Edible,p,w,o,p,n,y,d,e,1
2375,2375,2376,f,s,w,t,Certain Poisonous,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,p,0
2376,2376,2377,x,f,g,t,n,f,c,b,w,t,b,s,s,Certain Edible,Certain Edible,p,w,o,p,k,v,d,e,1
